AKU89597.1,AAU05358.1,AAS99314.1,AAS99260.1,AAS99279.1,AAS99258.1,AKU89601.1,ACB55311.1,AAS99310.1,AGA15924.1,AAS99301.1,AAS99288.1,AAZ79676.1,AAS99307.1,YP_077183.1,ACB55317.1,AAS99300.1,ACB55304.1,AAO88194.1,AAO88183.1,AAS99298.1,AHK22793.1,AAS99243.1,AAO88200.1,YP_077178.1,AKU89600.1,AAO88201.1,AAU05372.1,AAS99308.1,AAS99241.1,AAS99287.1,AAS99262.1,AAU05360.1,ACB55301.1,AAS99249.1,AAS99289.1,AAS99251.1,AKU89602.1,AAS99275.1,AAS99268.1,AAO88188.1,AAS99296.1,ACB55310.1,AAS99257.1,YP_680426.1,ACB55305.1,AAO88203.1,ACB55312.1,AAB95452.1,AAS99313.1,AAO88184.1,AAU05368.1,AAO88187.1,AAS99286.1,AAT48615.1,AAT48613.1,AAS99259.1,AAS99283.1,AAS99245.1,AAS99311.1,AAS99264.1,NP_043941.1,AAS99248.1,AAO88198.1,AAS99290.1,AAO88189.1,AAS99261.1,AAR07955.1,AAO88205.1,AAS99276.1,AAS99297.1,AAS99239.1,AAS99253.1,AKU89596.1,AAS99277.1,AAS99247.1,AKU89598.1,AAS99305.1,AAO88202.1,AAS99242.1,AAS99255.1,AAO88199.1,AAU05362.1,AAS99238.1,ACB55315.1,AAS99280.1,AAO88191.1,AAS99294.1,AOL02447.1,AAS99269.1,AAO88197.1,AKU89603.1,ABA71699.1,AAO88208.1,ACB55313.1,pdb|4IOV|A,AAS99285.1,AAO88185.1,AAU05370.1,AAO88206.1,AAT46339.1,AGA15925.1,AAS99306.1,ACB55306.1,ACB55309.1,AAS99278.1,AAS99274.1,AKU89599.1,AAS99271.1,YP_077180.1,AAT46337.1,AAO88186.1,AAU05364.1,AAS99284.1,AAS99282.1,AAS99265.1,3J1Q_A,AGA15926.1,AAO88193.1,AAO88190.1,NP_049542.1,AAS99312.1,AAS99309.1,AAO88196.1,AAS99254.1,ABA71701.1,AAS99250.1,ACB55307.1,AAS99246.1,AAS99293.1,ACB55308.1,AAO88207.1,AAS99270.1,AKU89595.1,AAS99302.1,AAS99240.1,ACB55302.1,NP_044927.1,AAS99263.1,ABI16639.1,AAS99252.1,AAS99291.1,ACB55303.1,AAS99266.1,AGA15927.1,YP_068409.1,AAS99281.1,AAO88209.1,AAS99304.1,AAS99273.1,ACB55314.1,AAO88204.1,AAB95450.1,AAS99303.1,AAS99256.1,AAO88192.1,AAS99292.1,AAS99267.1,AAZ79672.1,APD78414.1,AAU05371.1,AAO88195.1,ABZ10812.1,AAS99299.1,AAS99295.1,ACB55316.1,AAS99244.1
2494,1736,1485,1715,1744,2051,2224,2782,1568,1420,1500,2756,376,1651,259,2027,1734,1813,2027,2027,1738,266,2662,2877,2118,2364,3073,1736,1705,2015,1666,1734,1712,1923,2542,2738,2477,2285,1736,1577,545,1731,1864,2456,1839,1901,1880,2062,1697,1781,1953,1727,516,2259,259,205,2536,1782,2354,2600,1741,1688,2434,2985,2716,529,1761,310,1680,1605,1668,2448,2043,2470,1556,2352,2583,1743,1926,3180,2551,1934,1760,2446,2064,1497,2217,1460,434,1673,2503,2085,1893,2958,2769,570,2778,2046,1769,2020,570,1420,3062,1934,1690,1754,1536,2768,1460,2350,2778,2046,1839,1782,1719,1530,2028,317,2752,3000,1864,2687,1839,2419,2499,1871,2506,1839,1991,1721,1690,1772,1770,2278,1705,2434,1932,518,1839,380,2017,1699,1932,1745,1596,331,1719,3040,1651,1723,2573,1775,1923,1720,2182,2063,1654,0,456,1923,1729,2950,1851,1631,1829,2572,2733
510,556,538,466,553,505,505,495,426,518,405,495,308,408,168,503,538,556,447,503,556,190,413,506,490,510,495,556,466,503,502,538,493,558,456,495,495,550,556,445,366,558,580,432,556,501,501,505,543,538,496,556,340,405,168,168,481,517,518,458,515,543,351,492,443,308,522,286,501,538,556,505,500,505,556,480,495,530,501,456,462,501,556,503,505,526,362,548,519,484,416,564,558,495,495,366,495,505,538,476,366,450,453,501,591,555,556,495,403,495,495,505,556,517,515,478,548,283,477,495,580,495,545,505,495,558,495,556,502,556,591,546,538,550,535,503,558,393,556,409,505,459,558,536,512,321,515,495,562,556,495,497,558,556,426,490,558,456,0,558,556,506,543,523,556,495,495
2259,2125,1851,1962,2079,2343,2284,2145,1954,1911,1783,2121,366,1905,346,2097,2055,2321,1913,2097,2124,353,2054,2025,2130,2284,2157,2125,1945,1981,1933,2195,2062,3474,2008,2143,2032,2682,2125,1842,697,2968,3174,1913,2219,1857,1836,2267,1998,2038,2212,2113,594,1886,346,250,2092,2162,2084,1999,1821,1989,2001,2073,2085,698,2008,367,1727,1929,2005,2317,2352,2309,1987,1889,2231,2140,1968,2017,2105,1984,2140,2275,2383,1710,1839,2728,630,2044,1857,2496,3274,2042,2136,739,2145,2251,2038,2058,739,1880,1901,1984,3022,2091,1923,2224,1742,2073,2145,2258,2219,2162,1799,1842,2002,360,2115,2155,3201,1974,2219,1889,2031,3314,2089,2219,2309,2166,2977,2271,2037,2313,1911,2261,3457,661,2219,592,2280,2888,3457,2000,2165,374,1799,2108,2088,2012,2157,1827,3474,2155,1928,2098,2921,1923,558,0,2118,2034,2096,1989,2165,2099,2145
1987,3348,2375,2517,3043,1939,1859,1859,2920,2000,2364,1918,392,2528,343,2033,2606,2423,1682,2033,3048,359,1836,1911,1715,1971,1870,3318,2576,2018,2514,2750,3263,2118,1872,1938,1847,2484,3334,2407,522,1753,1945,1737,3165,1590,1589,1796,2453,2664,1741,3295,419,1657,343,256,1887,3098,1839,1794,1586,2440,1784,1800,1880,521,2453,347,1461,2447,2906,2033,1947,2045,2976,1915,1936,3056,1693,1732,1906,1715,3271,2145,1952,2275,1601,1838,614,3253,1675,2578,1983,1849,1940,562,1940,1784,2679,1655,562,1993,1631,1715,2106,3023,3143,1947,2927,1839,1940,1780,3152,3098,1644,2355,2305,364,1829,1863,1945,1773,3169,1720,1902,1961,1951,3183,1879,2894,2063,2373,2578,2153,2542,2134,2118,607,3231,650,1843,1790,2118,2616,1815,369,1644,1830,3053,3197,1948,1559,2118,3041,1732,1671,2030,1729,556,2118,0,1911,2494,2898,3080,1923,1940
2645,1940,1656,1919,1903,2155,2347,3003,1772,1541,1704,2937,391,1855,315,2176,1938,2089,2387,2176,1942,331,2884,3329,2241,2515,3258,1940,1909,2206,1870,1938,1916,2034,2660,2960,2628,2309,1940,1781,582,1842,1975,2607,2043,2128,2107,2192,1821,1985,2083,1931,478,2410,315,241,2687,1986,2543,2822,1929,1812,2582,3207,2938,582,1936,386,1994,1876,1860,2644,2147,2581,1760,2569,2734,1905,2286,3136,2702,2294,1964,2642,2168,1700,2622,1708,665,1877,2955,2260,2004,3143,2991,623,3000,2176,1973,2181,623,1541,3018,2294,1983,1958,1740,2938,1533,2539,3000,2176,2043,1986,1907,1708,2361,375,2973,3222,1975,2833,2011,2871,2688,1982,2657,2043,2095,1925,1983,2048,1974,2363,1859,2630,2043,628,2043,663,2042,1870,2043,1914,1717,389,1907,3205,1855,1848,2724,2133,2034,1924,2286,2193,1947,2950,506,2034,1911,0,1930,1801,2033,2723,2918
2183,2523,2462,2720,2441,1806,1857,1936,2315,1891,2630,1920,406,2728,296,2267,2872,2180,1644,2267,2486,303,1851,1930,1717,2185,1947,2523,2739,2172,2715,2747,2460,2096,1835,1937,1820,2432,2509,2708,597,1793,1984,1751,2581,1612,1591,1855,2842,2918,1822,2516,512,1630,296,242,1860,2524,1833,1796,1855,2861,1763,1865,1883,556,2575,358,1494,2685,2370,1927,1813,2120,2205,1860,2132,2442,1657,1809,1901,1679,2502,1965,1823,2460,1660,1648,556,2447,1696,2440,1996,1846,1942,597,1942,1843,2964,1626,597,1863,1715,1679,1926,2453,2321,2024,2139,1833,1942,1829,2592,2524,1826,2650,2025,393,1936,1940,1984,1802,2549,1656,1844,1974,1924,2581,1750,2329,1881,2130,2787,2275,2808,1954,2096,773,2581,603,1735,1740,2096,2859,1780,401,1826,1907,2379,2431,1921,1523,2096,2435,1733,1683,1828,1851,543,2096,2494,1930,0,2367,2558,1896,1941
1855,2937,2343,2519,3130,1747,1662,1727,2878,1866,2315,1707,388,2496,350,1919,2557,2230,1539,1919,3113,366,1635,1801,1518,1839,1738,2956,2571,1904,2480,2718,2886,1989,1654,1727,1636,2349,2923,2327,491,1657,1850,1547,3163,1415,1414,1599,2247,2619,1578,2916,388,1446,350,263,1676,3096,1628,1583,1526,2234,1576,1668,1707,490,2422,293,1286,2480,2880,1903,1760,1915,2559,1707,1804,3008,1526,1634,1695,1540,3015,1941,1760,2247,1501,1853,593,2895,1567,2390,1854,1643,1729,531,1729,1590,2584,1489,531,1837,1540,1540,2034,2987,2766,1815,2526,1628,1729,1583,3075,3096,1584,2284,2140,396,1699,1731,1850,1562,3074,1517,1698,1832,1743,3141,1687,2939,1991,2180,2546,1949,2621,1930,1998,576,3091,556,1694,1695,1998,2511,1706,401,1584,1698,2932,2830,1737,1481,1989,2973,1573,1474,1958,1631,523,1989,2898,1801,2367,0,3145,1712,1729
2087,3119,2537,2636,3183,1975,1890,1959,2995,2040,2466,1939,392,2647,350,2143,2708,2450,1735,2143,3295,366,1867,2033,1746,2071,1970,3138,2688,2128,2631,2870,3065,2165,1886,1959,1868,2517,3105,2478,553,1832,2001,1758,3345,1643,1642,1804,2399,2770,1749,3098,450,1678,350,263,1908,3279,1860,1815,1695,2386,1808,1900,1901,552,2573,347,1514,2549,3052,2133,1983,2145,2741,1936,2036,3190,1746,1832,1927,1768,3197,2171,1988,2437,1733,1916,649,3025,1797,2560,2030,1875,1961,593,1961,1792,2735,1686,593,2033,1731,1768,2184,3169,2917,2047,2674,1860,1961,1788,3257,3279,1752,2435,2382,404,1929,1963,2001,1794,3256,1745,1923,2008,1972,3323,1915,3118,2141,2400,2697,2179,2644,2160,2174,654,3273,652,1879,1846,2174,2662,1903,409,1752,1930,3104,2967,1969,1612,2165,3155,1753,1702,2108,1829,556,2165,3080,2033,2558,3145,0,1944,1961
2777,2025,1535,1805,1814,2285,2460,2807,1719,1422,1590,2953,373,1741,320,2339,1824,2061,2191,2336,1849,327,2793,2664,2300,2660,2847,2025,1809,2331,1758,1824,2001,2099,3322,2935,3296,2378,2025,1667,702,1838,1970,3090,1954,1974,1953,2230,1860,1871,2121,2005,598,2980,320,237,3437,1897,2739,2793,1911,1850,3249,2762,2913,702,1828,367,1802,1762,1774,2581,2283,2615,1846,3166,2894,1875,2094,2706,3370,2102,2049,2653,2298,1587,2230,1524,632,1962,2369,2255,1999,2806,2966,743,2975,2214,1859,2202,743,1471,2588,2102,1792,1869,1825,3097,1660,2735,2975,2214,1954,1897,1891,1614,2426,315,2777,2789,1970,2804,1954,2275,3351,1977,3307,1954,2225,1836,1792,2020,1860,2509,1745,2642,2108,644,1954,553,2205,1805,2108,1833,1633,329,1867,2793,1845,1933,3392,1941,2099,1835,2731,2230,1756,2572,495,2099,1923,2723,1896,1712,1944,0,2961
2755,2042,1583,1846,1831,2343,2598,3132,1737,1490,1631,3209,391,1782,338,2286,1865,2087,2314,2286,1866,345,3149,2847,2361,2625,3042,2042,1837,2275,1799,1865,2018,2145,2870,3298,2866,2419,2042,1708,702,1884,2016,2775,1971,2026,2005,2313,1872,1912,2204,2033,598,2649,338,255,2925,1914,2744,3162,1871,1862,2820,2955,3269,702,1863,405,1925,1803,1791,2652,2332,2753,1862,2743,2829,1876,2214,2882,2947,2222,2066,2724,2360,1627,2274,1563,651,1979,2472,2300,2045,3001,3322,743,3331,2297,1900,2263,743,1490,2764,2222,1838,1886,1842,3032,1677,2741,3360,2297,1971,1914,1849,1654,2421,333,3102,2970,2016,3160,1971,2481,2888,2023,2908,1971,2287,1853,1838,2046,1901,2547,1786,2722,2154,646,1971,556,2234,1859,2154,1874,1666,344,1849,2991,1862,1950,2962,2062,2145,1852,2539,2351,1805,2733,495,2145,1940,2918,1941,1729,1961,2961,0
